Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
97123,The Black House,Patricia Highsmith,"Highsmith, Patricia",,"=""0393326314""","=""9780393326314""",4,3.57,W. W. Norton & Company,Paperback,272,2004,1981,2021/12/01,2021/11/05,,,read,"I liked these, Old Folks at Home is a must read.",,,1,1
52258,"The Price of Salt, or Carol",Patricia Highsmith,"Highsmith, Patricia",Claire  Morgan,"=""0393325997""","=""9780393325997""",5,4.01,W.W. Norton & Company,Paperback,292,2004,1952,2021/12/01,2021/05/07,favorites,favorites (#8),read,"I have put off writing a review because there are almost not words to describe how much I loved this book. how was it only 292 pages? it is the best example of creating an atmosphere that draws you in I have read all year. calling it a love story feels trivial, but the description of forbidden and realized yearning is just out of this world. read this, but be prepared to not want to put it down to break the magic. better than the movie, if you've seen that. my 2022 goal will be to finish the rest of patricia highsmith's books, though I can't imagine any of them will reach these heights. ",,,1,1
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",3,3.85,Penguin Press,Hardcover,297,2014,2014,2021/11/24,2021/11/24,,,read,I read it on the train and had forgotten that I had previously read the first few chapters and put it down. generally forgettable but pulls you along as it goes. ,,,1,0
385077,Eleven,Patricia Highsmith,"Highsmith, Patricia",,"=""087113327X""","=""9780871133274""",4,3.88,Atlantic Monthly Press,Paperback,169,1994,1970,2021/11/22,2021/11/05,,,read,none are like 'something to think about for a long time' but all create suspense and atmospheric human evil so quickly so it was enjoyable. the turtle one is definitely the best. ,,,1,1
4701,A Spot of Bother,Mark Haddon,"Haddon, Mark",,"=""0385520514""","=""9780385520515""",2,3.49,Doubleday,Paperback,354,2006,2006,2021/11/14,2021/11/02,,,read,"it's almost not worth writing a summary because it was so much nothing? like I would never recommend this to anyone and ill forget it in a month and it was so blah to the point it almost didn't infuriate me but the character who is supposed to have a good/real depiction of mental illness and how it's like to live with it ends the book with the actual line ""time to stop all this nonsense"" which pissed me off so much !!! like 'that sure was something, ill just be better now <3' ok rant over this book isn't worth this many words",,,1,1
6867,Atonement,Ian McEwan,"McEwan, Ian",,"=""038572179X""","=""9780385721790""",4,3.94,Anchor Books,Paperback,351,2003,2001,2021/11/09,2021/10/29,,,read,wow!! absolutely loved part one-- have not enjoyed so many characters in a while. captures the thoughts of children and particular worldviews so well. part two gets a bit self indulgent but still worth the ending. ,,,1,1
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",0,4.33,Penguin Books,Paperback,462,2019,2016,,2021/11/05,to-read,to-read (#45),to-read,,,,0,0
42046112,Recursion,Blake Crouch,"Crouch, Blake",,"=""1524759783""","=""9781524759780""",4,4.16,Ballantine Books,Hardcover,326,2019,2019,2021/11/05,2021/05/07,,,read,I liked it until the end? first 3/4 felt meditative in a good way but then it turned into a B level black mirror episode. ,,,1,0
43925876,The Giver of Stars,Jojo Moyes,"Moyes, Jojo",,"=""0399562486""","=""9780399562488""",3,4.28,Pamela Dorman Books,Hardcover,390,2019,2019,2021/10/30,2021/10/11,,,read,"enjoyable, not my usual genre",,,1,1
55671327,While Justice Sleeps (Avery Keene #1),Stacey Abrams,"Abrams, Stacey",,"=""0385546572""","=""9780385546577""",2,3.96,Bantam Doubleday Dell/Penguin Random House Publishing Group/Bertelsmann,Hardcover,367,2021,2021,2021/10/29,2021/10/23,,,read,"I wanted to like this bc I enjoy a good political thriller... but this just wasn't good. frequently in one scene you would hear the POV of multiple people which was confusing (though i know some other authors do this, i hated it in dune too). All the characters were such thin caricatures to the point that some dialogue and plot points became laughable :(",,,1,0
35068705,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662597""","=""9780062662590""",5,4.17,Harper Voyager,ebook,545,2018,2018,2021/10/08,2021/05/24,favorites,favorites (#7),read,wow!!! truly one of the most unique books i've ever read in world building and narrative style. was not predictable and kept me on the edge of my seat the whole time. I'm all in for this series and so excited to read the next ones. ,,,1,1
45857086,"The Burning God (The Poppy War, #3)",R.F. Kuang,"Kuang, R.F.",,"=""0008339147""","=""9780008339142""",5,4.32,Harper Voyager,Hardcover,622,2020,2020,2021/10/24,2021/10/08,,,read,im upset but probably in a good way. need time to process,,,1,1
55927316,"The Drowning Faith (The Poppy War, #2.5)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.53,,ebook,15,2020,2020,,2021/10/08,,,read,nezha.....don't do this to me,,,1,1
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,"King, Stephen",,"=""1476754454""","=""9781476754451""",2,4.01,Scribner,Hardcover,437,2014,2014,2021/10/20,2021/09/11,,,read,"ridiculously stupid, waste of time. how is it that king's book with no supernatural elements is somehow his most unrealistic. <br/><br/>also, this is not my holly gibney",,,1,0
223380,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""0330426648""","=""9780330426640""",5,4.26,Small Beer Press,ebook,281,2010,2002,2021/10/17,2021/10/02,,,read,,,,1,0
41118857,"The Dragon Republic (The Poppy War, #2)",R.F. Kuang,"Kuang, R.F.",,"=""""","=""""",5,4.38,Harper Voyager,Hardcover,658,2019,2019,2021/10/17,2021/10/08,,,read,tigers tits!! i lost sleep to read this book on more than one occasion it was so good. very excited for the next when I can get it from the library. ,,,1,1
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0374104093""","=""9780374104092""",4,3.76,"Farrar, Straus and Giroux",Paperback,195,2014,2014,2021/03/10,2021/03/11,,,read,,,,1,0
3425503,"Ripley's Game (Ripley, #3)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332128""","=""9780393332124""",5,3.85,W. W. Norton & Company,Paperback,288,2008,1974,2021/01/17,2020/12/28,,,read,,,,1,1
3845356,"Ripley Under Ground (Ripley, #2)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332136""","=""9780393332131""",5,3.72,W. W. Norton  Company,Paperback,288,2008,1970,2021/01/10,2020/12/28,,,read,,,,1,1
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332144""","=""9780393332148""",5,3.94,W. W. Norton  Company,Paperback,273,2008,1955,2021/01/03,2020/12/28,favorites,favorites (#1),read,,,,1,1
156023,The Talented Mr. Ripley / Ripley Under Ground / Ripley's Game,Patricia Highsmith,"Highsmith, Patricia",Grey Gowrie,"=""0375407928""","=""9780375407925""",5,4.10,Everyman's Library,Hardcover,904,1999,1985,,2020/12/28,,,read,,,,1,1
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",5,4.29,Houghton Mifflin,Paperback,366,2002,1937,2021/10/03,2021/10/03,,,read,sofea is wrong this book is good,,,1,0
3263607,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""9780345015339""",0,4.39,Ballantine Books,Mass Market Paperback,527,1973,1954,,2021/08/02,to-read,to-read (#44),to-read,,,,0,0
46015758,If It Bleeds,Stephen King,"King, Stephen",,"=""""","=""""",4,3.99,Scribner ,Kindle Edition,447,2020,2020,2021/10/03,2021/10/02,,,read,"5 stars for stores 1,3,4 but number 2 was a dud. ",,,1,0
42201995,The Stationery Shop,Marjan Kamali,"Kamali, Marjan",,"=""1982107480""","=""9781982107482""",4,4.22,Gallery Books,Hardcover,312,2019,2019,2021/10/02,2021/07/02,,,read,good and heartbreaking! worth the read,,,1,1
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",3,4.23,Crown Publishers,Hardcover,374,2011,2011,2021/10/01,2021/09/11,,,read,cheesy but fun,,,1,0
36124936,The Outsider,Stephen King,"King, Stephen",,"=""1501180983""","=""9781501180989""",4,4.00,Scribner,Hardcover,561,2018,2018,2021/09/28,2021/09/11,,,read,really good! excited to read the next one,,,1,0
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",2,4.03,Flatiron Books,Hardcover,461,2019,2019,2021/09/25,2021/05/07,,,read,,,,1,0
546018,Roots: The Saga of an American Family,Alex Haley,"Haley, Alex",,"=""0440174643""","=""9780440174646""",3,4.44,Dell Publishing,Mass Market Paperback,888,1977,1976,2021/09/25,2021/08/29,,,read,"the first third was great and then it lost a lot of the excitement and became tedious (I know more about fighting chickens than I care to). I realize this came first, but [b:Homegoing|27071490|Homegoing|Yaa Gyasi|https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448108591l/27071490._SY75_.jpg|47113792] was a similar idea and better throughout (and, 600 pages less).",,,1,0
6564051,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",3,4.13,Vintage,Paperback,615,2005,2002,2021/09/04,2021/08/29,,,read,"ehhhhhehehehhhhhhhh????????????? mixed emotions. I hated kafka by the end and was just waiting for his sections to be over. nevertheless, a mostly enjoyable book. mostly cared ab the cats. ",,,1,0
5527,All the King's Men,Robert Penn Warren,"Warren, Robert Penn",,"=""""","=""""",0,4.09,Harcourt Brace,Paperback,439,1996,1946,,2021/08/23,,,read,,,,1,0
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",0,4.26,Pocket,Paperback,295,2004,1982,,2021/08/23,to-read,to-read (#42),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",5,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,2021/08/22,2021/07/30,,,read,wow!!!!!! didn't want it to end. characters only got a chapter or so and yet were so deeply created they all felt very real. ,,,1,0
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,"=""""","=""""",5,4.28,Knopf,Kindle Edition,368,2019,2019,2021/08/21,2021/03/31,,,read,enjoyed! life cycles of software was my favorite. I almost wish they were longer stories. ,,,1,1
35271523,"Senlin Ascends (The Books of Babel, #1)",Josiah Bancroft,"Bancroft, Josiah",,"=""0316517917""","=""9780316517911""",0,4.12,Orbit,Paperback,448,2018,2013,,2021/08/19,to-read,to-read (#41),to-read,,,,0,0
23168277,The Sympathizer (The Sympathizer #1),Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",5,4.00,Grove Press,Hardcover,371,2015,2015,2021/08/16,2021/05/08,,,read,"wow, this one sucked me in from chapter one. very compelling narrative style and I couldn't put it down",,,1,1
10055524,"Fatal Invention: How Science, Politics, and Big Business Re-create Race in the Twenty-First Century",Dorothy Roberts,"Roberts, Dorothy",,"=""1595584951""","=""9781595584953""",5,4.27,The New Press,Hardcover,400,2011,2011,2021/08/11,2021/07/26,,,read,really great!!!,,,1,0
48570454,Transcendent Kingdom,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",5,4.12,Knopf,Hardcover,264,2020,2020,2021/07/25,2021/05/21,,,read,unexpected and very interesting meditation on science and ones personal relationship with religion. thank you anya for the rec !!! want to read more from gyasi,,,1,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",5,4.17,William Morrow Paperbacks,Paperback,370,2003,1996,2021/07/25,2021/02/09,,,read,really enjoyed this!! somewhat cliche tropes but quite imaginative,,,1,0
43908981,Overground Railroad: The Green Book and the Roots of Black Travel in America,Candacy A. Taylor,"Taylor, Candacy A.",,"=""1419738178""","=""9781419738173""",0,4.23,Abrams Press,Hardcover,360,2020,2020,,2021/07/22,to-read,to-read (#40),to-read,,,,0,0
9647056,"Race, Racism and Psychology: Towards a Reflexive History",Graham Richards,"Richards, Graham",,"=""0415101417""","=""9780415101417""",1,3.11,Routledge,Paperback,392,1997,1997,2021/07/17,2021/05/08,,,read,"really disappointing, will write longer review later. ",,,1,0
42846882,"The Girl Who Lived Twice (Millennium, #6)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""0857056360""","=""9780857056368""",2,3.76, MacLehose Press,Hardcover,368,2019,2019,2021/07/16,2021/07/10,,,read,"even going into it knowing it will be bad fanfiction, this was surprisingly bad fanfiction. characters were themselves in name only. ",,,1,1
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",0,4.14,Orbit,Kindle Edition,400,2008,1993,,2021/07/12,to-read,to-read (#39),to-read,,,,0,0
32599492,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,"Lagercrantz, David",George Goulding,"=""""","=""""",3,3.79,MacLehose Press,Kindle Edition,347,2017,2017,,2021/07/10,,,read,,,,1,1
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",3,4.24,"Little, Brown and Company",Hardcover,393,2018,2018,2021/07/10,2020/12/17,,,read,I know everyone loved this and I liked it enough to finish it but the whole time I felt like I was waiting for the exposition to end and the plot to start? clearly I missed something but it felt like only parts of a whole to me. ,,,1,1
23444482,"The Traitor Baru Cormorant (The Masquerade, #1)",Seth Dickinson,"Dickinson, Seth",,"=""0765380722""","=""9780765380722""",0,4.06,Tor Books / Tom Doherty Associates ,Hardcover,399,2015,2015,,2021/07/10,to-read,to-read (#38),to-read,,,,0,0
52879,Ten Little Indians,Sherman Alexie,"Alexie, Sherman",,"=""009946456X""","=""9780099464563""",4,4.07,Vintage,Paperback,256,2005,2003,2021/07/07,2021/04/30,,,read,my favorite was the last one with frank snakechurch,,,1,1
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.43,TOR,Hardcover,604,2016,2010,2021/07/05,2020/12/17,,,read,so good!! this one definitely strayed more into fun with physics than developing a complex plot but it was still highly enjoyable. such a cool blend of psychology/politics/technology,,,1,0
28220730,Invisible Planets: Contemporary Chinese Science Fiction in Translation,Ken Liu,"Liu, Ken",,"=""0765384191""","=""9780765384195""",0,4.04,Tor Books,Hardcover,383,2016,2016,,2021/07/03,to-read,to-read (#37),to-read,,,,0,0
39863330,Broken Stars: Contemporary Chinese Science Fiction in Translation,Ken Liu,"Liu, Ken",,"=""1250297664""","=""9781250297662""",0,3.85,Tor Books,Hardcover,480,2019,2019,,2021/07/03,to-read,to-read (#36),to-read,,,,0,0
8171378,The Warmth of Other Suns: the Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679444327""","=""9780679444329""",4,4.46,Random House,Hardcover,622,2010,2010,2021/07/03,2021/06/26,,,read,good! liked the way it was both a larger history and the discussion of a few people to tell the story. and I really didnt know anything about the great migration before this.,,,1,0
8130077,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.26,HarperCollins e-books,Kindle Edition,222,2009,1942,2021/06/27,2021/02/09,,,read,,,,1,0
52163147,The Hidden Girl and Other Stories,Ken Liu,"Liu, Ken",,"=""""","=""""",5,3.93,Saga Press,Hardcover,411,2020,2020,2021/06/27,2021/02/16,,,read,absolutely superb!!,,,1,1
51179955,"Moonflower Murders (Susan Ryeland, #2)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062955454""","=""9780062955456""",3,4.05,Harper,Hardcover,608,2020,2020,2021/06/26,2021/04/06,,,read,"happy pride! this author is a total homophobe <3<br/><br/>i thought magpie murders was fun so despite hating moriarty and the word is murder (both by him) i still gave this one a try. and its definitely fun but a) he thinks WAY too highly of himself b) he tries to be meta and point it out a bunch of times but u can really only pull that once before it just becomes lazy story telling and c) his issues w gay people are present in multiple?? books??? idk whats up with that.<br/><br/>nevertheless, book inside a book is a fun plot device",,,1,1
36687229,Hood Feminism: Notes from the Women That a Movement Forgot,Mikki Kendall,"Kendall, Mikki",,"=""""","=""""",0,4.38,Viking,Hardcover,267,2020,2020,2021/06/26,2021/06/26,,,read,,,,1,0
11250317,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""1408816032""","=""9781408816035""",0,4.33,Bloomsbury Publishing,Hardcover,352,2011,2011,,2021/06/26,to-read,to-read (#35),to-read,,,,0,0
6332526,"Inside of a Dog: What Dogs See, Smell, and Know",Alexandra Horowitz,"Horowitz, Alexandra",,"=""1416583408""","=""9781416583400""",0,3.62,Scribner,Hardcover,353,2009,2009,,2020/12/17,"to-read, started-unfinished, home-shelf-havent-read","to-read (#2), started-unfinished (#2), home-shelf-havent-read (#5)",to-read,,,,0,1
38902949,"Being Human: Bodies, Minds, Persons",Rowan Williams,"Williams, Rowan",,"=""0802876560""","=""9780802876560""",0,4.18,Eerdmans,Paperback,125,2018,,,2021/06/26,to-read,to-read (#34),to-read,,,,0,0
40389527,The Woman in the Window,A.J. Finn,"Finn, A.J.",,"=""""","=""""",5,3.95,William Morrow,Kindle Edition,455,2018,2018,2021/06/25,2021/05/08,,,read,i finished this as an audiobook today while doing mindless work. was it the best book? no. was it life changing? no. was i totally hooked? absolutely. it is exactly what it's meant to be and quite enjoyable.,,,1,1
55801198,Filthy Animals,Brandon  Taylor,"Taylor, Brandon",,"=""0525538917""","=""9780525538912""",0,3.66,Riverhead Books,Hardcover,288,2021,2021,,2021/06/22,to-read,to-read (#33),to-read,,,,0,0
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,"Díaz, Junot",,"=""1594489580""","=""9781594489587""",3,3.89,Riverhead Books,Hardcover,335,2007,2007,2021/06/22,2021/05/08,,,read,"this just wasn't really it for me, I didn't feel like oscar was a believable character so I had trouble connecting when this is obviously a story where relating to the characters was important. but idk I don't usually read this type of book so maybe I missed whatever so many people clearly got from it.",,,1,1
15677,Strangers on a Train,Patricia Highsmith,"Highsmith, Patricia",,"=""0393321983""","=""9780393321982""",5,3.73,W. W. Norton & Company,Paperback,281,2001,1950,2021/06/20,2021/05/07,,,read,love my bisexual murders,,,1,1
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu","Eisso Post, Joel Martinsen, Bruno Roubicek, Richard Heufkens","=""""","=""""",4,4.42,Tor Books,Hardcover,512,2015,2008,2021/06/20,2020/12/17,,,read,,,,1,1
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.33,Bantam,Kindle Edition,1125,2011,2011,2021/06/19,2021/05/07,,,read,so much people eating,,,1,1
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",4,4.26,Ace,Hardcover,658,2019,1965,2021/06/12,2020/12/17,,,read,"the narrative switches when you would get the POV of multiple characters back to back (like what two people were thinking in one scene) was a bit weird for me, but im ready to read more! also i fully had to read the sparknotes of the first few chapters after i read them the first time. there are so many people.",,,1,1
34564996,An African American and Latinx History of the United States (ReVisioning History),Paul Ortiz,"Ortiz, Paul",,"=""0807013102""","=""9780807013106""",5,4.25,Beacon Press,Hardcover,296,2018,2018,2021/06/11,2021/04/20,,,read,learned the most about labor struggles in this one out of the series,,,1,0
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",4,4.16,Bantam Books,Mass Market Paperback,1060,2011,2005,2021/06/08,2021/05/07,,,read,this one took me a while. where is my onion knight,,,1,1
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",0,3.89,Berkley,Paperback,364,2021,2021,,2021/06/05,to-read,to-read (#32),to-read,,,,0,0
53404263,When Brains Dream: Exploring the Science and Mystery of Sleep,Antonio Zadra,"Zadra, Antonio",Robert Stickgold,"=""1324002832""","=""9781324002833""",0,3.87,W. W. Norton & Company,Hardcover,336,2021,2021,,2021/05/31,to-read,to-read (#31),to-read,,,,0,0
13253102,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.54,Bantam Books,Mass Market Paperback,1177,2011,2000,2021/05/30,2021/05/07,,,read,"is my memory so bad or is the ending of this one VERY surprising ?!<br/><br/>ok but real review -- bc these are long I always assumed they were tedious, which they are not. if grrm starts describing what they ate for dinner you know you can skim a page or two but otherwise the book is full with story and really, not rambling. the only storyline getting kinda long is arya's in this book, but it may be just bc im waiting impatiently for her to connect with the faceless men.",,,1,1
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",5,4.42,Bantam,Paperback,784,2002,1998,2021/05/24,2021/05/07,,,read,"despite watching the show twice, i only now finally know who stannis is",,,1,1
42442046,"Dismantling Race in Higher Education: Racism, Whiteness and Decolonising the Academy",Jason Arday,"Arday, Jason",Heidi Safia Mirza,"=""3319602608""","=""9783319602608""",0,4.25,Palgrave Macmillan,Paperback,425,2018,,,2021/05/24,to-read,to-read (#30),to-read,,,,0,0
20613761,Citizen: An American Lyric,Claudia Rankine,"Rankine, Claudia",,"=""1555976905""","=""9781555976903""",5,4.27,Graywolf Press,Paperback,169,2014,2014,2021/05/20,2021/04/29,,,read,,,,1,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",5,4.44,Bantam,Mass Market Paperback,835,2005,1996,2021/05/16,2021/05/07,,,read,enjoyable even when i knew what would happen. much less tedious writing than i had expected,,,1,1
38589871,Bitter Orange,Claire Fuller,"Fuller, Claire",,"=""1947793152""","=""9781947793156""",2,3.58,Tin House Books,Hardcover,317,2018,2018,2021/05/12,2021/01/20,,,read,idk what everyone got from this book that i must have missed. had some promise but went nowhere ??,,,1,0
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""""","=""""",5,4.02,Broadway Paperbacks,Paperback,254,2007,2006,2021/05/09,2021/05/08,,,read,,,,1,1
5886881,Dark Places,Gillian Flynn,"Flynn, Gillian",,"=""0307341569""","=""9780307341563""",3,3.95,Shaye Areheart Books,Hardcover,424,2009,2009,2021/05/09,2021/05/08,,,read,meh,,,1,1
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.15,Knopf,Paperback,607,1997,1994,,2021/05/09,to-read,to-read (#29),to-read,,,,0,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",1,3.94,Knopf,Hardcover,944,2011,2009,,2020/12/17,"started-unfinished, to-read, home-shelf-havent-read","started-unfinished (#4), to-read (#28), home-shelf-havent-read (#35)",to-read,"yeaaaaah i can't deal with a main character who 100 pages in i know more about her breasts than anything else of substance. i really wanted to like this and im going to try a different murakami because his brief bits of plot are intriguing, but even going in with the knowledge that he writes women mostly as sex objects this was surprisingly bad. if anyone has finished this and can tell me it gets better pls do....",,,0,0
27091,Teaching to Transgress: Education as the Practice of Freedom (Harvest in Translation),bell hooks,"hooks, bell",,"=""0415908086""","=""9780415908085""",0,4.45,Routledge,Paperback,216,1994,1994,,2021/05/08,to-read,to-read (#27),to-read,,,,0,0
34146782,My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts,Resmaa Menakem,"Menakem, Resmaa",,"=""1942094477""","=""9781942094470""",0,4.41,Central Recovery Press,Paperback,300,2017,2017,,2021/05/08,to-read,to-read (#26),to-read,,,,0,0
49675203,"Presumed Incompetent II: Race, Class, Power, and Resistance of Women in Academia",Yolanda Flores Niemann,"Niemann, Yolanda Flores","Angela P. Harris, Gabriella Gutiérrez y Muhs, Carmen G. Gonzalez","=""1607329654""","=""9781607329657""",0,4.42,Utah State University Press,Paperback,386,2020,,,2021/05/08,to-read,to-read (#25),to-read,,,,0,0
16072506,Presumed Incompetent: The Intersections of Race and Class for Women in Academia,Gabriella Gutiérrez y Muhs,"Muhs, Gabriella Gutiérrez y","Yolanda Flores Niemann, Carmen G. Gonzalez, Angela P. Harris","=""0874219221""","=""9780874219227""",0,4.55,Utah State University Press,Paperback,512,2012,2012,,2021/05/08,to-read,to-read (#24),to-read,,,,0,0
50088631,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,"Kolker, Robert",,"=""038554376X""","=""9780385543767""",4,4.16,Doubleday ,Hardcover,377,2020,2020,2021/05/08,2021/04/21,,,read,,,,1,0
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",0,4.06,W. W. Norton  Company,Paperback,303,2004,2003,,2021/05/08,"to-read, home-shelf-havent-read","to-read (#23), home-shelf-havent-read (#4)",to-read,,,,0,1
32487617,Beneath a Scarlet Sky,Mark T. Sullivan,"Sullivan, Mark T.",,"=""1503943372""","=""9781503943377""",0,4.43,Lake Union Publishing,Paperback,509,2017,2017,,2021/05/08,"to-read, home-shelf-havent-read","to-read (#22), home-shelf-havent-read (#3)",to-read,,,,0,1
11976774,Who's in Charge? Free Will and the Science of the Brain,Michael S. Gazzaniga,"Gazzaniga, Michael S.",,"=""0061906107""","=""9780061906107""",0,4.00,Ecco,Hardcover,260,2011,2011,,2021/05/08,"to-read, home-shelf-havent-read","to-read (#21), home-shelf-havent-read (#2)",to-read,,,,0,1
17797400,"We Are Our Brains: A Neurobiography of the Brain, from the Womb to Alzheimer's",Dick Swaab,"Swaab, Dick","D.F. Swaab, Jane Hedley-Prole","=""0812992962""","=""9780812992960""",0,3.90,Random House,Hardcover,448,2014,2010,,2021/05/08,"home-shelf-havent-read, to-read","home-shelf-havent-read (#1), to-read (#20)",to-read,,,,0,1
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",0,4.08,Penguin Press,Hardcover,338,2017,2017,,2021/05/07,to-read,to-read (#19),to-read,,,,0,0
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594632112""",0,4.07,Riverhead Books,Hardcover,404,2013,2012,,2021/05/07,"to-read, home-shelf-havent-read","to-read (#18), home-shelf-havent-read (#24)",to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",5,4.35,Ballantine Books,Mass Market Paperback,466,2015,1965,2021/05/07,2021/04/23,,,read,"learned so much and really feel like I understood how he came to and continued to work on his beliefs. *very* compelling orator, even through written text.",,,1,0
395804,The Death and Life of Malcolm X,Peter Goldman,"Goldman, Peter",,"=""0252007743""","=""9780252007743""",0,4.05,University of Illinois Press,Paperback,476,1979,1973,,2021/05/07,to-read,to-read (#17),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,4.47,Random House,Hardcover,352,2018,2018,,2021/05/03,to-read,to-read (#16),to-read,,,,0,0
10065595,A Queer History of the United States (ReVisioning American History),Michael Bronski,"Bronski, Michael",,"=""0807044393""","=""9780807044391""",2,3.88,Beacon Press,Hardcover,312,2011,2011,2021/04/25,2021/04/20,,,read,"disappointed because I've enjoyed the others in the series, but this is almost exclusively a white cis gay male's history of the united states, with some mention of white women, so to call it an all encompassing queer history is willful ignorance at best. also, a lot of atrocities are glossed over using passive language.",,,1,0
52180399,The Only Good Indians,Stephen Graham Jones,"Jones, Stephen Graham",,"=""1982136456""","=""9781982136451""",5,3.71,Gallery / Saga Press,Hardcover,305,2020,2020,2021/04/25,2021/03/06,,,read,super creepy! but couldnt put it down once i got past the first ~50 pages. unique narrative style for horror fiction so it took a bit to get to get used to,,,1,1
