Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
42042093,Superior: The Return of Race Science,Angela Saini,"Saini, Angela",,"=""0807076910""","=""9780807076910""",3,4.24,Beacon Press,Hardcover,256,2019,2019,2023/08/21,2023/05/30,,,read,"this is a good and important book, which I don't want to downplay, and I will be recommending it to my mother a geneticist (hi mom). however, I think a lot of the arguments the author made are more nuanced than presented, and a lot of the reason I felt like I was supposed to agree with their POV was because of how evil the racists are -- this is true (and another reason I didn't love the book was how much time was spent on 'here is everything about an evil man') but doesn't really strengthen the argument as to why we should never do certain types of research. I don't have to agree with an author to like their book but in this case I didn't feel like they were doing anything to persuade me to their side, and these are really interesting and important debates I do want to hear more educated opinions on which is why it let me down a bit. really excited to talk about these topics with our reading group exactly because I want more of the gray areas and to flesh things out more.<br/><br/>* actually downgrading my 4 star to 3 star simply because in all of the research done, ""intelligence"" and ""IQ"" were taken as real things and NONE of the issues with them were even mentioned, which was a HUGE miss especially for a book on the problems of race science. ",,,1,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,"=""1400031702""","=""9781400031702""",0,4.17,Vintage,Paperback,559,1992,1992,,2022/06/05,"to-read, started-unfinished","to-read (#48), started-unfinished (#4)",to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",3,3.90,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,2023/07/23,2023/07/06,,,read,"MAJOR the leftovers vibes. will elaborate after book club<br/><br/>---<br/><br/>so I stand by leftovers vibes in that I wanted more of what she was starting to set up, both plot wise and theme wise. I enjoyed the bookclub discussion and I think there are really solid pieces of this text but I wouldn't necessarily recommend it to others as something definitely worth reading. ",,,1,0
54722,Even the Rat Was White: A Historical View of Psychology (Allyn & Bacon Classics Edition),Robert V. Guthrie,"Guthrie, Robert V.",,"=""0205392644""","=""9780205392643""",5,4.03,Pearson,Paperback,282,2003,1976,2023/08/02,2021/05/08,,,read,really informative! also clearly written by an academic,,,1,0
40024139,"Serpent & Dove (Serpent & Dove, #1)",Shelby Mahurin,"Mahurin, Shelby",,"=""""","=""""",1,3.98,HarperTeen,Hardcover,513,2019,2019,2023/07/22,2023/06/20,,,read,one star for retroactively making acotar a better book,,,1,0
61391784,The Last Catastrophe: Stories,Allegra Hyde,"Hyde, Allegra",,"=""059331526X""","=""9780593315262""",0,4.20,Vintage,Paperback,272,2023,2023,,2023/07/22,to-read,to-read (#99),to-read,,,,0,0
72258694,"I'd Really Prefer Not to Be Here with You, and Other Stories",Julianna Baggott,"Baggott, Julianna",,"=""""","=""9798200873562""",0,3.74,Blackstone Publishing,Hardcover,298,2023,2023,,2023/07/22,to-read,to-read (#98),to-read,,,,0,0
60243188,Bliss Montage,Ling  Ma,"Ma, Ling",,"=""0374293511""","=""9780374293512""",0,3.90,"Farrar, Straus and Giroux",Hardcover,228,2022,2022,,2023/07/22,to-read,to-read (#96),to-read,,,,0,0
61391802,"White Cat, Black Dog: Stories",Kelly Link,"Link, Kelly",Shaun Tan,"=""0593449959""","=""9780593449950""",0,3.82,Random House,Hardcover,272,2023,2023,,2023/07/22,to-read,to-read (#97),to-read,,,,0,0
41161350,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",0,4.31,Grand Central Publishing,Paperback,406,2019,1998,,2023/07/22,to-read,to-read (#95),to-read,,,,0,0
7767021,Who Fears Death,Nnedi Okorafor,"Okorafor, Nnedi",,"=""075640617X""","=""9780756406172""",0,3.94,DAW Hardcover,Hardcover,386,2010,2010,,2023/07/22,to-read,to-read (#94),to-read,,,,0,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""015206396X""","=""9780152063962""",0,4.07,Harcourt,Hardcover,471,2008,2008,,2023/07/13,to-read,to-read (#93),to-read,,,,0,0
35068524,Not That Bad: Dispatches from Rape Culture,Roxane Gay,"Gay, Roxane","Aubrey Hirsch, Jill Christman, Claire Schwartz, Lynn Melnick, Brandon  Taylor, Emma Smith-Stevens, A.J. McKenna, Lisa Mecham, Vanessa Mártir, Ally Sheedy, xTx, So Mayer, Nora Salem, Lyz Lenz, Amy Jo Burns, V.L. Seek, Michelle Chen, Gabrielle Union, Liz Rosema, Anthony Frame, Samhita Mukhopadhyay, Miriam Zoila Pérez, Zoë Medeiros, Sharisse Tracey, Stacey May Fowles, Elisabeth Fairfield Stokes, Meredith Talusan, Nicole Boyce, Elissa Bassist","=""0062413503""","=""9780062413505""",0,4.43,Harper Perennial,ebook,368,2018,2018,,2023/07/12,to-read,to-read (#92),to-read,,,,0,0
43212798,Fly Already,Etgar Keret,"Keret, Etgar",,"=""1594633274""","=""9781594633270""",0,4.03,Riverhead Books,Hardcover,224,2019,2018,,2023/07/10,to-read,to-read (#91),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.58,Entangled: Red Tower Books,Hardcover,517,2023,2023,,2023/07/09,to-read,to-read (#90),to-read,,,,0,0
57485174,Gods of Want: Stories,K-Ming Chang,"Chang, K-Ming",,"=""0593241584""","=""9780593241585""",0,3.67,One World,Hardcover,224,2022,2022,,2023/06/21,to-read,to-read (#89),to-read,,,,0,0
43297216,Bestiary,K-Ming Chang,"Chang, K-Ming",,"=""0593132580""","=""9780593132586""",0,3.44,One World,Hardcover,259,2020,2020,,2023/06/21,to-read,to-read (#88),to-read,,,,0,0
42300736,A Hundred Stones,J.J. Amies,"Amies, J.J.",,"=""171997439X""","=""9781719974394""",0,3.67,Independently published,Paperback,207,2018,,,2023/06/21,to-read,to-read (#87),to-read,,,,0,0
59982802,Organ Meats,K-Ming Chang,"Chang, K-Ming",,"=""0593447344""","=""9780593447345""",0,3.33,One World,Paperback,288,2023,2023,,2023/06/20,to-read,to-read (#86),to-read,,,,0,0
52831200,"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,"Armentrout, Jennifer L.",,"=""1952457017""","=""9781952457012""",0,4.22,Blue Box Press,ebook,622,2020,2020,,2023/06/20,to-read,to-read (#85),to-read,,,,0,0
54864318,Folklorn,Angela Mi Young Hur,"Hur, Angela Mi Young",,"=""1645660168""","=""9781645660163""",5,3.64,Erewhon,Hardcover,416,2021,2021,2023/06/18,2023/05/18,,,read,solidly a 4 but I'll round up for a debut. excited to talk about for summer reading group. ,,,1,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",4,4.26,Scribner,Hardcover,626,2021,2021,2023/06/17,2023/05/09,,,read,I'm emotional!!! will withhold full review until after bookclub but i was pleasantly surprised by the last 20% after a slow start for me. a good one for book lovers. ,,,1,0
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",0,4.25,Razorbill,Paperback,446,2016,2015,,2023/06/03,to-read,to-read (#84),to-read,,,,0,0
22320,"Pattern Recognition (Blue Ant, #1)",William Gibson,"Gibson, William",,"=""0425198685""","=""9780425198681""",0,3.87,Berkley Books,Mass Market Paperback,367,2005,2003,,2023/05/21,to-read,to-read (#83),to-read,,,,0,0
56179360,Light from Uncommon Stars,Ryka Aoki,"Aoki, Ryka",,"=""1250789060""","=""9781250789068""",0,4.06,Tor Books,Hardcover,372,2021,2021,,2023/05/21,to-read,to-read (#82),to-read,,,,0,0
3973,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""0380817926""","=""9780380817924""",0,4.04,HarperTorch,Mass Market Paperback,731,2005,2003,,2023/05/21,to-read,to-read (#81),to-read,,,,0,0
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,4.30,Orbit,Paperback,468,2015,2015,,2023/05/21,to-read,to-read (#80),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.12,W.W. Norton & Company,Paperback,502,2019,2018,,2023/05/21,to-read,to-read (#79),to-read,,,,0,0
61884781,Maeve Fly,C.J. Leede,"Leede, C.J.",,"=""1250857856""","=""9781250857859""",0,3.74,Tor Nightfire,Hardcover,288,2023,2023,,2023/05/19,to-read,to-read (#78),to-read,,,,0,0
62966507,The Beast You Are: Stories,Paul Tremblay,"Tremblay, Paul",,"=""0063069962""","=""9780063069961""",0,3.34,William Morrow,Hardcover,352,2023,2023,,2023/05/19,to-read,to-read (#77),to-read,,,,0,0
62919356,"Immortal Longings (Flesh and False Gods, #1)",Chloe Gong,"Gong, Chloe",,"=""1668000229""","=""9781668000229""",0,3.54,S&S/Saga Press,Hardcover,372,2023,2023,,2023/05/19,to-read,to-read (#76),to-read,,,,0,0
62583516,The Wind Knows My Name,Isabel Allende,"Allende, Isabel",Francis Riddle,"=""0593598105""","=""9780593598108""",0,4.02,Ballantine Books,Hardcover,260,2023,2023,,2023/05/19,to-read,to-read (#75),to-read,,,,0,0
55566545,"Payback's a Witch (The Witches of Thistle Grove, #1)",Lana Harper,"Harper, Lana",,"=""0593336062""","=""9780593336069""",0,3.59,Berkley,Paperback,352,2021,2021,,2023/05/19,to-read,to-read (#74),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",1,4.47,Bloomsbury Publishing,Hardcover,803,2020,2020,2023/05/19,2023/05/12,,,read,one star for lehabah and NONE for sjm,,,1,0
57363023,A Tale for the Time Being,Ruth Ozeki,"Ozeki, Ruth",,"=""""","=""""",0,4.06,Penguin Books,Kindle Edition,433,2013,2013,,2023/05/11,to-read,to-read (#72),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",4,4.03,Penguin Press,Hardcover,246,2019,2019,2023/04/30,2023/04/09,,,read,5 for prose beauty and 3 for compelling narrative to me,,,1,0
22929741,The Argonauts,Maggie Nelson,"Nelson, Maggie",,"=""1555977073""","=""9781555977078""",0,4.02,Graywolf Press,Hardcover,160,2015,2015,,2023/05/02,to-read,to-read (#71),to-read,,,,0,0
1545794,Racism and Psychiatry,Audrey Thomas,"Thomas, Audrey",Audrey Thomas,"=""0806504099""","=""9780806504094""",0,3.00,Lyle Stuart,Paperback,,1972,2000,,2023/04/18,to-read,to-read (#70),to-read,,,,0,0
50659472,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575605""","=""9781635575606""",3,4.47,Bloomsbury Publishing,Paperback,703,2020,2017,2023/04/03,2023/03/29,,,read,"book 2 is definitely the highlight. everything is just too perfect and resolved too fast but... i did gasp at certain parts like i was invested enough to care. overall its just silly but also sometimes good. free for sjm, a plotline i think would fit the vibes would be that tamlin realizes his rage is actually internalized homophobia this whole time. you're welcome ",true,,1,0
58510253,"The Undertaking of Hart and Mercy (Hart and Mercy, #1)",Megan Bannen,"Bannen, Megan",,"=""0356518655""","=""9780356518657""",0,4.08,Orbit Books,ebook,449,2022,2022,,2023/04/02,to-read,to-read (#69),to-read,,,,0,0
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575583""","=""9781635575583""",3,4.65,Bloomsbury Publishing,Paperback,626,2020,2016,2023/03/22,2023/03/20,,,read,ok yes this was better than the first. still trashy but if you read it as a romcom and not as fantasy it is enjoyable. ,,,1,0
54386622,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",2,4.18,Bloomsbury Publishing,Kindle Edition,433,2020,2015,2023/03/19,2023/02/20,,,read,"I was engaged, I'll read the second one, but this is not a good book. writing level approx clique series from when we were in middle school. never had so much physical cringe reaction in a single book",,,1,0
61398908,Weathering: The Extraordinary Stress of Ordinary Life in an Unjust Society,Arline T. Geronimus,"Geronimus, Arline T.",,"=""0316257974""","=""9780316257978""",0,4.22,"Little, Brown Spark",Hardcover,368,2023,2023,,2023/03/09,to-read,to-read (#68),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",3,4.38,Atria Books,Hardcover,337,2014,2012,2023/01/22,2022/12/04,,,read,,,,1,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",0,4.15,Gollancz,Paperback,224,1999,1959,,2023/01/19,to-read,to-read (#67),to-read,,,,0,0
50608676,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220182""","=""9780735220188""",0,3.45,Riverhead Books,Paperback,640,2020,2019,,2021/09/11,to-read,to-read (#66),to-read,,,,0,0
59348310,Miss Memory Lane: A Memoir,Colton Haynes,"Haynes, Colton",,"=""1982176172""","=""9781982176174""",0,4.27,Atria Books,Hardcover,256,2022,2022,,2023/01/11,to-read,to-read (#65),to-read,,,,0,0
23316525,The Director,David Ignatius,"Ignatius, David",,"=""0393350592""","=""9780393350593""",1,3.60,W. W. Norton & Company,Paperback,384,2015,2014,,2022/12/20,started-unfinished,started-unfinished (#3),read,"<b> actual line from the actual protagonist of this novel </b><br/>""...he had momentarily wanted to sleep with Ramona, back when she was anorexic and pure brain energy. Now that she was healthier, she wasn't quite as sexy.""<br/><br/>:)))))))))))))))))))))))))))))<br/><br/>I just wanted to mark this as read so I could write a review of it though I have only actually read 15 pages. 2023 is the year of not reading books just bc I start them (ha ha I say as I'm on page 67 of song of achilles and not gripped yet)",,,1,0
22674105,"China Rich Girlfriend (Crazy Rich Asians, #2)",Kevin Kwan,"Kwan, Kevin",,"=""0385539088""","=""9780385539081""",0,3.84,Knopf Doubleday,Hardcover,378,2015,2015,,2023/01/01,to-read,to-read (#63),to-read,,,,0,0
29864343,"Rich People Problems (Crazy Rich Asians, #3)",Kevin Kwan,"Kwan, Kevin",,"=""0385542232""","=""9780385542234""",0,3.95,Doubleday,Hardcover,398,2017,2017,,2023/01/01,to-read,to-read (#64),to-read,,,,0,0
114601,About Love and Other Stories,Anton Chekhov,"Chekhov, Anton",Rosamund Bartlett,"=""0192802607""","=""9780192802606""",0,4.16,Oxford University Press,Paperback,256,2004,2004,,2022/12/30,to-read,to-read (#62),to-read,,,,0,0
43565369,The Topeka School,Ben Lerner,"Lerner, Ben",,"=""0374277788""","=""9780374277789""",0,3.50,"Farrar, Straus and Giroux",Hardcover,282,2019,2019,,2022/12/20,to-read,to-read (#60),to-read,,,,0,0
58842736,After the Ivory Tower Falls: How College Broke the American Dream and Blew Up Our Politics—and How to Fix It,Will Bunch,"Bunch, Will",,"=""0063076993""","=""9780063076990""",0,3.97,William Morrow,Hardcover,320,2022,,,2022/12/06,to-read,to-read (#58),to-read,,,,0,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",2,4.07,Knopf,Hardcover,333,2014,2014,2022/12/06,2021/07/11,,,read,I should have DNF this at the start because it is Not My Thing but I kept holding out hope for plot!!,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",3,4.50,Ballantine Books,Hardcover,476,2021,2021,2022/08/27,2021/12/09,,,read,[withholding my review until after book club],,,1,0
50623864,The Invisible Life of Addie LaRue,Victoria E. Schwab,"Schwab, Victoria E.",,"=""0765387565""","=""9780765387561""",2,4.18,Tor Books,Hardcover,448,2020,2020,2022/11/23,2022/10/31,,,read,,,,1,0
58724816,Our Wives Under the Sea,Julia Armfield,"Armfield, Julia",,"=""1250229898""","=""9781250229892""",0,3.76,Flatiron Books,Hardcover,228,2022,2022,,2022/12/04,to-read,to-read (#57),to-read,,,,0,0
45734815,README.txt,Chelsea Manning,"Manning, Chelsea",,"=""0374279276""","=""9780374279271""",5,4.24,"Farrar, Straus and Giroux",Hardcover,272,2022,2022,2022/11/27,2022/10/25,,,read,learned a lot about her story!,,,1,0
21726,The Ruins,Scott        Smith,"Smith, Scott",,"=""1400043875""","=""9781400043873""",0,3.68,Alfred A. Knopf,Hardcover,336,2006,2006,,2022/11/13,to-read,to-read (#56),to-read,,,,0,0
42036538,"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313198""","=""9781250313195""",0,4.21,Tor,Hardcover,448,2019,2019,,2022/10/30,"to-read, started-unfinished","to-read (#55), started-unfinished (#5)",to-read,,,,0,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",0,4.27,Del Rey,Hardcover,382,2014,2014,,2022/10/30,to-read,to-read (#54),to-read,,,,0,0
23468051,Culturally Responsive Teaching and The Brain: Promoting Authentic Engagement and Rigor Among Culturally and Linguistically Diverse Students,Zaretta Lynn Hammond,"Hammond, Zaretta Lynn",Yvette Jackson,"=""1483308014""","=""9781483308012""",0,4.36,Corwin,Paperback,192,2014,2014,2022/10/16,2022/10/16,,,read,read this today as a first pass but going to go back through it as a workbook! really like the connections between neuro basic principles and teaching students. ,,,1,0
35917282,"Killers of the Flower Moon: Oil, Money, Murder and the Birth of the FBI",David Grann,"Grann, David",,"=""0857209035""","=""9780857209030""",0,4.14,Simon & Schuster UK,Paperback,339,2018,2017,,2022/09/10,to-read,to-read (#53),to-read,,,,0,0
57739876,To Paradise,Hanya Yanagihara,"Yanagihara, Hanya",,"=""0385547935""","=""9780385547932""",0,3.75,Doubleday,Hardcover,720,2022,2022,,2022/08/09,to-read,to-read (#52),to-read,,,,0,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",0,4.06,Random House,Paperback,498,2006,1994,,2022/08/06,to-read,to-read (#51),to-read,,,,0,0
368731,"""A Problem from Hell"": America and the Age of Genocide",Samantha Power,"Power, Samantha",,"=""0060541644""","=""9780060541644""",0,4.26,Basic Books,Paperback,620,2003,2002,,2022/08/04,to-read,to-read (#50),to-read,,,,0,0
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",3,4.15,Oxford University Press,Paperback,249,2004,1817,2022/07/31,2022/07/29,,,read,i think if the start was faster the end would have packed a bigger punch for me but still fun,,,1,0
27834600,"In a Dark, Dark Wood",Ruth Ware,"Ware, Ruth",,"=""1501112333""","=""9781501112331""",3,3.72,Gallery/Scout Press,Paperback,308,2016,2015,2022/07/21,2022/07/21,,,read,,,,1,0
57127277,Kaikeyi,Vaishnavi Patel,"Patel, Vaishnavi",,"=""0759557330""","=""9780759557338""",5,4.19,Redhook,Hardcover,478,2022,2022,2022/07/18,2022/01/16,,,read,"totally lost myself in the story, highly recommend!!",,,1,0
34964830,"Automating Inequality: How High-Tech Tools Profile, Police, and Punish the Poor",Virginia Eubanks,"Eubanks, Virginia",,"=""1250074312""","=""9781250074317""",0,4.01,St. Martin's Press,Hardcover,260,2018,2018,,2022/07/16,to-read,to-read (#49),to-read,,,,0,0
343,Perfume: The Story of a Murderer,Patrick Süskind,"Süskind, Patrick",John E. Woods,"=""0140120831""","=""9780140120837""",4,4.04,Penguin Books,Paperback,263,1987,1985,2022/07/02,2022/05/05,,,read,weird! has some profound moments and also has really bad moments,,,1,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",3,3.51,Berkley,Hardcover,352,2021,2021,2022/06/20,2021/05/07,,,read,"interesting concept but all the characters were plot devices instead of humans? so very shallow writing. also SO clear it was a man writing women, especially (without spoiling) the direction the main character decides to pursue. beach candy read",,,2,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",3,3.68,Del Rey,Hardcover,320,2020,2020,2022/06/12,2022/06/09,,,read,not my typical style of book so maybe just not for me but im pretty sure that the author is the type of person who thinks that the 'dark betty' plot on riverdale makes sense and is good,,,1,0
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",3,3.74,Alfred A. Knopf,Hardcover,303,2021,2021,2022/06/05,2021/05/24,,,read,it was fine ,,,1,0
22522808,Trigger Warning: Short Fictions and Disturbances,Neil Gaiman,"Gaiman, Neil",,"=""0062330268""","=""9780062330260""",4,3.92,William Morrow,Hardcover,310,2015,2015,2022/06/05,2022/06/02,,,read,stories were fine but not deserving of the title? poor choice and intro explanation imo. I like ng's writing style but as a collection this was nothing special,,,1,0
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.31,Orbit,Paperback,592,2011,2011,,2022/05/29,to-read,to-read (#47),to-read,,,,0,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",4,4.27,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,2022/05/22,2022/05/22,,,read,haHA so fun im glad i hadnt read this before a perfect beach read,,,1,0
